OPE ID,School,State,Zip Code,School Type,Recipients Q1,Loans Originated Q1,Loan Amount Q1 (USD),Disbursements Q1,Disbursement Amount Q1 (USD),Recipients Q2,Loans Originated Q2,Loan Amount Q2 (USD),Disbursements Q2,Disbursement Amount Q2 (USD),Recipients Q3,Loans Originated Q3,Loan Amount Q3 (USD),Disbursements Q3,Disbursement Amount Q3 (USD),Recipients Q4,Loans Originated Q4,Loan Amount Q4 (USD),Disbursements Q4,Disbursement Amount Q4 (USD)
2593100,HEALD COLLEGE,CA,956785303,PROPRIETARY,456,461," $14,50,817.00 ","1,991"," $24,80,205.00 ",459,850," $20,45,026.00 ","3,684"," $34,53,910.00 ",14,14," $66,596.00 ",58," $1,17,491.00 ", -   , -   , $-   ,0, $-   
2593200,HEALD COLLEGE,CA,950358008,PROPRIETARY,621,627," $19,92,048.00 ","2,717"," $33,00,502.00 ",594,"1,012"," $26,30,335.00 ","4,507"," $43,39,705.00 ",50,52," $2,44,174.00 ",220," $4,04,745.00 ", -   , -   , $-   ,0, $-   
2593300,HEALD COLLEGE,CA,952105667,PROPRIETARY,654,668," $22,16,006.00 ","2,813"," $36,45,987.00 ",717,"1,331"," $31,04,922.00 ","5,611"," $50,82,956.00 ",21,22," $88,686.00 ",73," $1,44,814.00 ", -   , -   , $-   ,0, $-   
2596400,CRIMSON TECHNICAL COLLEGE,CA,903012904,PROPRIETARY,166,167," $5,58,755.00 ",424," $7,36,192.00 ",165,244," $7,13,673.00 ",658," $9,52,637.00 ",17,17," $1,05,697.00 ",43," $1,32,616.00 ", -   , -   , $-   ,0, $-   
2597300,SOUTH BAYLO UNIVERSITY,CA,928011701,PRIVATE,56,57," $3,24,345.00 ",237," $6,60,248.00 ",36,36," $2,29,644.00 ",144," $4,65,108.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,4," $25,583.00 "
2602300,CENTRAL COAST COLLEGE,CA,939013301,PROPRIETARY, -   , -   , $-   ,75," $64,535.00 ", -   , -   , $-   ,57," $40,227.00 ", -   , -   , $-   ,12," $10,243.00 ", -   , -   , $-   ,0, $-   
2609000,EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE,CA,904035609,PROPRIETARY,44,44," $3,49,082.00 ",240," $6,66,259.00 ",36,36," $3,72,690.00 ",202," $7,62,115.00 ", -   , -   , $-   ,0, $-   ,5,5," $22,226.00 ",26," $43,411.00 "
2612800,LOS ANGELES RECORDING SCHOOL,CA,900283112,PROPRIETARY,14,14," $49,345.00 ",152," $2,73,194.00 ",14,14," $71,500.00 ",153," $3,65,426.00 ",2,4," $40,000.00 ",47," $3,94,981.00 ", -   , -   , $-   ,0, $-   
2619300,SAMRA UNIVERSITY OF ORIENTAL MEDICINE,CA,900151019,PRIVATE,13,13," $60,831.00 ",64," $1,57,121.00 ",13,13," $66,446.00 ",64," $1,75,202.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3019900,CAPSTONE COLLEGE,CA,914024924,PROPRIETARY,6,6," $20,417.00 ",22," $35,876.00 ",6,6," $15,318.00 ",23," $27,373.00 ",1,1," $8,435.00 ",2," $8,435.00 ", -   , -   , $-   ,0, $-   
3027700,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,921084408,PROPRIETARY,1,1," $8,500.00 ",2," $12,750.00 ",1,1," $8,367.00 ",3," $15,105.00 ", -   , -   , $-   ,0, $-   ,9,10," $1,16,902.00 ",45," $3,16,258.00 "
3034000,HEALD COLLEGE,CA,939065100,PROPRIETARY,563,572," $18,12,022.00 ","2,279"," $28,06,758.00 ",532,856," $22,59,164.00 ","3,468"," $34,60,113.00 ",18,18," $90,609.00 ",84," $1,56,371.00 ", -   , -   , $-   ,0, $-   
3035700,LAS POSITAS COLLEGE,CA,945516750,PUBLIC,18,18," $60,250.00 ",29," $58,500.00 ",14,15," $50,478.00 ",25," $52,679.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3039900,FREMONT COLLEGE,CA,907035342,PROPRIETARY,109,110," $4,08,891.00 ",409," $5,59,525.00 ",110,118," $5,48,529.00 ",428," $7,73,791.00 ",3,3," $19,967.00 ",14," $38,163.00 ", -   , -   , $-   ,0, $-   
3043900,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,921016634,PROPRIETARY,57,57," $2,93,908.00 ",310," $6,57,280.00 ",57,81," $3,64,453.00 ",392," $8,80,391.00 ",4,4," $56,631.00 ",22," $1,23,622.00 ",17,17," $2,18,986.00 ",75," $4,42,686.00 "
3044500,KAPLAN COLLEGE,CA,914024222,PROPRIETARY,5,5," $11,504.00 ",175," $2,01,651.00 ",4,4," $11,289.00 ",174," $2,59,107.00 ", -   , -   , $-   ,18," $32,679.00 ", -   , -   , $-   ,0, $-   
3062300,WESTECH COLLEGE,CA,917644988,PROPRIETARY,168,168," $5,57,938.00 ",517," $8,91,395.00 ",212,224," $8,80,633.00 ",652," $13,87,829.00 ",3,3," $21,750.00 ",18," $57,576.00 ", -   , -   , $-   ,0, $-   
3062700,PLATT COLLEGE,CA,918039998,PROPRIETARY,103,105," $4,24,167.00 ",564," $8,42,407.00 ",100,103," $5,17,445.00 ",548," $10,08,204.00 ",14,14," $1,22,316.00 ",61," $1,94,398.00 ", -   , -   , $-   ,0, $-   
3063400,MODERN TECHNOLOGY SCHOOL,CA,927081336,PROPRIETARY,36,36," $1,15,138.00 ",98," $1,60,335.00 ",27,27," $1,04,906.00 ",76," $1,70,325.00 ",2,2," $21,723.00 ",5," $32,224.00 ", -   , -   , $-   ,0, $-   
3067500,INSTITUTE OF TECHNOLOGY,CA,936123217,PROPRIETARY, -   , -   , $-   ,5," $1,350.00 ", -   , -   , $-   ,1, $827.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3069500,SAGE COLLEGE,CA,925576720,PROPRIETARY,24,24," $70,046.00 ",453," $4,60,519.00 ",33,34," $1,10,580.00 ",470," $5,47,407.00 ",4,4," $20,754.00 ",34," $57,551.00 ", -   , -   , $-   ,0, $-   
3070400,ITT TECHNICAL INSTITUTE,CA,924083519,PROPRIETARY,336,347," $10,44,596.00 ","2,031"," $25,91,109.00 ",303,310," $15,00,113.00 ","1,916"," $35,37,135.00 ",22,22," $2,49,500.00 ",174," $5,90,182.00 ", -   , -   , $-   ,0, $-   
3072300,EVEREST COLLEGE,CA,917613222,PROPRIETARY,400,402," $13,26,018.00 ","1,572"," $26,92,428.00 ",385,557," $20,84,390.00 ","2,432"," $44,20,462.00 ",17,17," $1,23,795.00 ",63," $2,45,982.00 ", -   , -   , $-   ,0, $-   
3072700,WESTWOOD COLLEGE - LOS ANGELES,CA,900101577,PROPRIETARY,"1,978","2,024"," $68,30,904.00 ","8,505"," $1,21,80,651.00 ","2,064","2,155"," $1,01,01,529.00 ","8,880"," $1,69,23,067.00 ",176,177," $13,69,904.00 ",614," $18,47,581.00 ", -   , -   , $-   ,0, $-   
3078200,AMERICAN COLLEGE OF TRADITIONAL CHINESE MEDICINE,CA,941072813,PRIVATE,33,33," $2,67,279.00 ",160," $4,74,655.00 ",36,36," $3,88,520.00 ",159," $6,52,976.00 ", -   , -   , $-   ,0, $-   ,19,19," $1,81,930.00 ",58," $2,47,807.00 "
3087400,ITT TECHNICAL INSTITUTE,CA,905021356,PROPRIETARY,553,562," $17,02,213.00 ","2,479"," $32,97,608.00 ",503,506," $24,57,790.00 ","2,373"," $45,83,015.00 ",29,30," $2,59,269.00 ",177," $6,10,508.00 ", -   , -   , $-   ,0, $-   
3098200,YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,CA,900661103,PRIVATE,1,2," $8,500.00 ",24," $95,647.00 ",2,3," $15,431.00 ",27," $1,38,581.00 ", -   , -   , $-   ,0, $-   ,2,2," $24,706.00 ",8," $35,638.00 "
3108100,SUMMIT COLLEGE,CA,923243956,PROPRIETARY,238,238," $8,48,091.00 ",983," $17,15,679.00 ",232,232," $12,62,842.00 ",962," $25,59,659.00 ",11,11," $1,37,250.00 ",46," $2,47,252.00 ", -   , -   , $-   ,0, $-   
3109500,DONGGUK UNIVERSITY LOS ANGELES,CA,900201765,PRIVATE,19,20," $98,450.00 ",120," $2,15,463.00 ",14,15," $1,29,390.00 ",91," $2,25,518.00 ", -   , -   , $-   ,0, $-   ,2,2," $16,400.00 ",7," $31,775.00 "
3113600,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,928053758,PROPRIETARY,114,116," $4,29,614.00 ",496," $6,40,049.00 ",99,102," $4,51,394.00 ",475," $7,71,462.00 ",8,9," $41,329.00 ",34," $56,706.00 ", -   , -   , $-   ,0, $-   
3125400,ART INSTITUTE OF CALIFORNIA-HOLLYWOOD (THE),CA,916013112,PROPRIETARY,63,68," $1,96,819.00 ",335," $5,34,573.00 ",58,61," $2,48,835.00 ",326," $6,58,928.00 ",8,8," $1,09,503.00 ",82," $5,71,173.00 ", -   , -   , $-   ,0, $-   
3125800,PREMIERE CAREER COLLEGE,CA,917063746,PROPRIETARY,100,100," $3,57,883.00 ",292," $5,37,275.00 ",110,110," $4,17,937.00 ",309," $6,26,410.00 ",3,3," $8,865.00 ",5," $9,786.00 ", -   , -   , $-   ,0, $-   
3126800,PACIFICA GRADUATE INSTITUTE,CA,930133019,PROPRIETARY,18,18," $1,33,323.00 ","1,021"," $21,69,590.00 ",24,24," $2,97,342.00 ","1,118"," $37,55,990.00 ", -   , -   , $-   ,0, $-   ,35,36," $3,90,456.00 ",695," $29,61,715.00 "
3128700,MT. SIERRA COLLEGE,CA,910163414,PROPRIETARY,105,105," $4,03,251.00 ",468," $6,68,065.00 ",108,112," $5,33,206.00 ",470," $8,27,918.00 ",15,15," $96,149.00 ",63," $1,39,849.00 ", -   , -   , $-   ,0, $-   
3131300,FIVE BRANCHES UNIVERSITY,CA,950624669,PRIVATE,134,142," $11,62,244.00 ",295," $12,93,180.00 ",127,133," $14,22,176.00 ",276," $16,00,809.00 ", -   , -   , $-   ,0, $-   ,105,126," $19,27,892.00 ",237," $22,05,081.00 "
3162300,FOUR-D COLLEGE,CA,923244218,PROPRIETARY,322,323," $10,70,570.00 ",757," $13,75,725.00 ",316,317," $16,03,817.00 ",738," $20,35,785.00 ",12,12," $1,02,261.00 ",27," $1,27,280.00 ", -   , -   , $-   ,0, $-   
3163300,PACIFIC STATES UNIVERSITY,CA,900102211,PRIVATE,1,1," $8,500.00 ",9," $19,498.00 ",2,2," $24,000.00 ",12," $39,331.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3195400,EVEREST COLLEGE,CA,905012867,PROPRIETARY,39,39," $1,29,110.00 ",160," $2,76,625.00 ",36,39," $1,89,000.00 ",162," $4,33,500.00 ",2,2," $17,772.00 ",10," $36,317.00 ", -   , -   , $-   ,0, $-   
3210300,LE CORDON BLEU COLLEGE OF CULINARY ARTS,CA,911015221,PROPRIETARY,2,2," $8,000.00 ",3," $7,500.00 ",2,2," $8,000.00 ",3," $10,000.00 ", -   , -   , $-   ,1," $8,050.00 ", -   , -   , $-   ,0, $-   
3250300,COMMUNITY BASED EDUCATION AND DEVELOPMENT,CA,900102722,PRIVATE,84,84," $3,04,112.00 ",212," $4,17,378.00 ",81,83," $3,26,593.00 ",217," $4,72,287.00 ",12,12," $57,852.00 ",25," $69,656.00 ", -   , -   , $-   ,0, $-   
3266300,BETHESDA UNIVERSITY OF CALIFORNIA,CA,928014132,PRIVATE,1,1," $1,750.00 ",1," $1,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3278300,CHARTER COLLEGE,CA,913515432,PROPRIETARY,77,80," $1,80,513.00 ",144," $2,16,142.00 ",77,134," $2,38,474.00 ",237," $2,93,623.00 ",4,4," $37,311.00 ",7," $40,366.00 ", -   , -   , $-   ,0, $-   
3299300,PACIFIC COLLEGE,CA,926263160,PROPRIETARY,1,1," $2,250.00 ",6," $12,298.00 ",1,1," $3,000.00 ",5," $13,670.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3308300,BRISTOL UNIVERSITY,CA,928066198,PROPRIETARY,7,7," $15,118.00 ",19," $25,384.00 ",6,6," $19,302.00 ",17," $32,820.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3327400,"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY",CA,947042724,PRIVATE,52,52," $4,11,421.00 ",142," $5,78,728.00 ",48,48," $5,46,143.00 ",135," $7,80,648.00 ", -   , -   , $-   ,0, $-   ,4,4," $53,168.00 ",13," $66,664.00 "
3332300,SOUTHERN CALIFORNIA SEMINARY,CA,920191109,PRIVATE,21,21," $68,996.00 ",93," $2,01,501.00 ",17,17," $83,268.00 ",78," $2,26,054.00 ", -   , -   , $-   ,1," $3,616.00 ", -   , -   , $-   ,1," $1,333.00 "
3359300,SAINT FRANCIS CAREER COLLEGE,CA,902622659,PRIVATE,50,50," $1,46,759.00 ",98," $1,87,242.00 ",44,44," $1,71,406.00 ",91," $2,34,879.00 ",7,7," $94,432.00 ",10," $1,04,218.00 ", -   , -   , $-   ,0, $-   
3367300,PROFESSIONAL GOLFERS CAREER COLLEGE,CA,925916013,PROPRIETARY,125,125," $4,98,161.00 ",349," $6,98,973.00 ",127,130," $6,74,919.00 ",377," $9,73,951.00 ",22,22," $3,73,880.00 ",63," $5,71,085.00 ", -   , -   , $-   ,1," $8,390.00 "
3394300,REMINGTON COLLEGE - SAN DIEGO CAMPUS,CA,921083002,PROPRIETARY,264,264," $7,69,144.00 ",568," $7,97,831.00 ",201,263," $8,28,199.00 ",675," $8,90,780.00 ",30,30," $1,30,790.00 ",75," $1,68,879.00 ", -   , -   , $-   ,0, $-   
3395300,INTERNATIONAL CAREER DEVELOPMENT CENTER,CA,900275794,PROPRIETARY,405,405," $13,90,737.00 ","1,230"," $21,42,034.00 ",368,373," $21,31,246.00 ","1,316"," $33,83,636.00 ",23,23," $1,60,513.00 ",68," $2,39,694.00 ", -   , -   , $-   ,0, $-   
3399300,BRYAN COLLEGE,CA,956704443,PROPRIETARY,125,127," $5,25,739.00 ",625," $9,63,238.00 ",125,127," $7,03,486.00 ",627," $13,68,514.00 ",4,4," $21,784.00 ",24," $58,050.00 ", -   , -   , $-   ,0, $-   
3403300,EPIC BIBLE COLLEGE,CA,958413546,PRIVATE,39,42," $97,618.00 ",58," $1,02,781.00 ",31,32," $96,866.00 ",49," $1,09,815.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3427400,CAREER COLLEGES OF AMERICA,CA,902807420,PROPRIETARY,455,457," $16,62,638.00 ","1,166"," $22,12,481.00 ",421,427," $21,47,621.00 ","1,116"," $29,57,352.00 ",25,26," $1,96,879.00 ",70," $2,80,403.00 ", -   , -   , $-   ,0, $-   
3441400,NEWBRIDGE COLLEGE - SAN DIEGO EAST,CA,920203057,PROPRIETARY,77,77," $2,62,697.00 ",212," $3,81,280.00 ",72,72," $3,06,889.00 ",199," $4,60,456.00 ",5,5," $42,360.00 ",16," $62,063.00 ", -   , -   , $-   ,0, $-   
3479300,PCI COLLEGE,CA,907032522,PROPRIETARY,9,9," $28,092.00 ",44," $75,175.00 ",7,7," $20,802.00 ",36," $56,135.00 ",1,1," $3,695.00 ",1," $3,695.00 ", -   , -   , $-   ,0, $-   
3516300,KING'S UNIVERSITY (THE),CA,914052233,PRIVATE,39,40," $1,05,055.00 ",218," $3,75,132.00 ",41,42," $1,73,843.00 ",215," $5,15,411.00 ", -   , -   , $-   ,2," $7,532.00 ", -   , -   , $-   ,0, $-   
3532400,ADVANCED TRAINING ASSOCIATES,CA,920200918,PROPRIETARY,13,13," $45,500.00 ",29," $56,000.00 ",12,12," $25,390.00 ",26," $32,032.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3542400,COPPER MOUNTAIN COLLEGE,CA,922526102,PUBLIC,16,17," $54,218.00 ",20," $55,718.00 ",11,12," $35,205.00 ",14," $34,705.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3598300,PAUL MITCHELL THE SCHOOL,CA,931033137,PROPRIETARY,13,13," $45,500.00 ",48," $82,442.00 ",15,15," $41,893.00 ",50," $76,782.00 ", -   , -   , $-   ,1," $4,184.00 ", -   , -   , $-   ,0, $-   
3639300,WEST COAST ULTRASOUND INSTITUTE,CA,902113312,PROPRIETARY,261,261," $9,24,794.00 ","1,266"," $16,10,136.00 ",270,271," $14,51,840.00 ","1,304"," $24,90,916.00 ",25,25," $2,81,504.00 ",138," $5,82,611.00 ", -   , -   , $-   ,0, $-   
3646300,DESIGN'S SCHOOL OF COSMETOLOGY,CA,934461471,PROPRIETARY,35,35," $91,207.00 ",54," $1,01,074.00 ",29,31," $1,13,539.00 ",50," $1,17,731.00 ", -   , -   , $-   ,1," $1,540.00 ", -   , -   , $-   ,0, $-   
3681300,CALIFORNIA HEALING ARTS COLLEGE,CA,900252589,PROPRIETARY,37,37," $1,17,581.00 ",106," $1,73,831.00 ",39,39," $2,08,419.00 ",115," $3,06,863.00 ",3,3," $17,460.00 ",8," $27,540.00 ", -   , -   , $-   ,0, $-   
3695700,SANTIAGO CANYON COLLEGE,CA,928694512,PUBLIC,29,29," $82,300.00 ",94," $1,39,044.00 ",17,17," $47,633.00 ",52," $92,458.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3696300,UNIVERSITY OF THE WEST,CA,917703709,PRIVATE, -   , -   , $-   ,0, $-   ,2,2," $7,200.00 ",3," $11,200.00 ", -   , -   , $-   ,0, $-   ,1,1," $3,500.00 ",1," $3,500.00 "
3698300,WEST COAST UNIVERSITY,CA,916063206,PROPRIETARY,539,549," $17,21,859.00 ","1,771"," $32,76,270.00 ",397,401," $17,37,951.00 ","1,561"," $37,11,747.00 ",72,75," $20,08,689.00 ",310," $42,95,875.00 ", -   , -   , $-   ,0, $-   
3752400,SCHOOL OF URBAN MISSIONS,CA,946033603,PRIVATE,12,12," $19,550.00 ",15," $21,212.00 ",14,15," $39,192.00 ",23," $42,443.00 ",1,1," $4,000.00 ",3," $6,833.00 ", -   , -   , $-   ,0, $-   
3759300,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,CA,953560000,PROPRIETARY,16,16," $39,468.00 ",48," $59,830.00 ",2,2," $3,700.00 ",5," $4,265.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3797400,CAREER CARE INSTITUTE,CA,935344765,PROPRIETARY,116,117," $3,85,188.00 ",471," $7,53,752.00 ",114,115," $5,82,510.00 ",482," $11,21,542.00 ",6,6," $62,015.00 ",35," $1,50,173.00 ", -   , -   , $-   ,0, $-   
3814400,SOKA UNIVERSITY OF AMERICA,CA,926568081,PRIVATE, -   , -   , $-   ,0, $-   ,2,2," $7,500.00 ",2," $7,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3852500,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,CA,928015454,PROPRIETARY,110,110," $4,13,870.00 ",342," $6,28,525.00 ",67,67," $2,20,769.00 ",177," $2,76,063.00 ",4,4," $8,296.00 ",17," $20,545.00 ", -   , -   , $-   ,0, $-   
3868300,WORLD MISSION UNIVERSITY,CA,900201789,PRIVATE,3,3," $5,350.00 ",6," $5,350.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3871300,FOLSOM LAKE COLLEGE,CA,956306798,PUBLIC,26,26," $89,950.00 ",26," $89,953.00 ",20,20," $40,910.00 ",20," $40,911.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3874400,COMMUNITY CHRISTIAN COLLEGE,CA,923734465,PRIVATE,11,12," $30,475.00 ",32," $48,760.00 ",4,4," $8,110.00 ",12," $20,943.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3933300,MUELLER COLLEGE,CA,921083001,PROPRIETARY,16,16," $32,084.00 ",67," $74,812.00 ",17,17," $45,125.00 ",69," $1,12,995.00 ", -   , -   , $-   ,2," $2,532.00 ", -   , -   , $-   ,0, $-   
3962300,AMERICAN INSTITUTE OF MASSAGE THERAPY,CA,927055463,PROPRIETARY,4,4," $14,000.00 ",12," $21,000.00 ",4,4," $15,200.00 ",15," $32,200.00 ", -   , -   , $-   ,1," $2,250.00 ", -   , -   , $-   ,0, $-   
3964400,INTERNATIONAL SCHOOL OF BEAUTY,CA,922602740,PROPRIETARY,33,33," $1,06,724.00 ",76," $1,22,036.00 ",21,21," $73,742.00 ",54," $86,220.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3971300,AMERICAN CAREER COLLEGE,CA,917644906,PROPRIETARY,128,129," $4,40,239.00 ",666," $11,07,026.00 ",113,114," $5,64,966.00 ",609," $15,44,961.00 ",26,26," $1,91,890.00 ",90," $3,51,179.00 ", -   , -   , $-   ,0, $-   
3973300,EX'PRESSION COLLEGE FOR DIGITAL ARTS,CA,946081021,PROPRIETARY,140,140," $6,55,218.00 ",443," $10,82,555.00 ",150,157," $7,21,082.00 ",502," $11,92,969.00 ",47,48," $6,69,335.00 ",144," $10,74,683.00 ", -   , -   , $-   ,0, $-   
3980300,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,CA,930128599,PUBLIC,45,46," $1,30,618.00 ",48," $1,34,870.00 ",29,29," $1,16,125.00 ",31," $1,19,376.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3995300,UNIVERSITY OF EAST-WEST MEDICINE,CA,940853922,PROPRIETARY,3,3," $21,250.00 ",14," $50,750.00 ",2,2," $17,000.00 ",5," $23,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3999300,BEAUMONT ADULT SCHOOL,CA,922235121,PUBLIC,3,3," $11,250.00 ",35," $70,250.00 ",6,6," $28,000.00 ",40," $1,11,750.00 ",1,1," $6,600.00 ",2," $6,600.00 ", -   , -   , $-   ,0, $-   
4003300,BLAKE AUSTIN COLLEGE,CA,956873100,PROPRIETARY,47,47," $1,59,955.00 ",115," $2,38,838.00 ",50,50," $2,42,486.00 ",121," $3,43,032.00 ",11,11," $79,893.00 ",27," $99,228.00 ", -   , -   , $-   ,0, $-   
4005300,UNITED STATES UNIVERSITY,CA,919504437,PROPRIETARY,69,69," $3,58,881.00 ",184," $4,77,152.00 ",79,79," $5,81,840.00 ",197," $7,40,857.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4037300,LOS ANGELES FILM SCHOOL (THE),CA,900287300,PROPRIETARY,439,439," $15,63,541.00 ","1,005"," $17,97,324.00 ",440,440," $21,39,064.00 ","1,003"," $24,16,670.00 ",83,84," $14,11,424.00 ",257," $23,82,665.00 ", -   , -   , $-   ,0, $-   
4076400,GNOMON SCHOOL OF VISUAL EFFECTS,CA,900382616,PROPRIETARY,10,10," $29,670.00 ",63," $80,250.00 ",14,14," $63,442.00 ",76," $1,38,009.00 ",1,1," $10,000.00 ",11," $85,102.00 ", -   , -   , $-   ,0, $-   
4092400,MAKE-UP DESIGNORY,CA,915021322,PROPRIETARY, -   , -   , $-   ,4," $5,949.00 ", -   , -   , $-   ,4," $3,399.00 ",2,2," $30,294.00 ",8," $74,758.00 ", -   , -   , $-   ,0, $-   
4111300,WEST HILLS COLLEGE LEMOORE,CA,932459248,PUBLIC,9,9," $24,000.00 ",20," $36,450.00 ",4,4," $12,000.00 ",7," $14,350.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4114500,VALLEY COLLEGE OF MEDICAL CAREERS,CA,913042354,PROPRIETARY,46,46," $1,42,508.00 ",156," $2,87,634.00 ",50,54," $1,72,461.00 ",191," $3,09,575.00 ",7,7," $36,825.00 ",14," $41,324.00 ", -   , -   , $-   ,0, $-   
4115600,MAYFIELD COLLEGE,CA,922347014,PROPRIETARY,79,79," $2,72,390.00 ",215," $3,74,529.00 ",87,87," $4,30,078.00 ",270," $6,10,084.00 ",6,6," $26,660.00 ",11," $25,010.00 ", -   , -   , $-   ,0, $-   
4116000,VIDEO SYMPHONY ENTERTRAINING,CA,915023253,PROPRIETARY,11,11," $37,943.00 ",72," $1,23,097.00 ",12,12," $74,546.00 ",74," $2,04,677.00 ",3,3," $31,548.00 ",13," $1,17,370.00 ", -   , -   , $-   ,0, $-   
4119200,CAREER COLLEGE CONSULTANTS,CA,900412088,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4127900,TRIDENT UNIVERSITY INTERNATIONAL,CA,906305023,PROPRIETARY,52,52," $2,83,348.00 ",274," $8,60,739.00 ",59,59," $3,67,527.00 ",310," $11,60,945.00 ", -   , -   , $-   ,0, $-   ,1,1," $7,418.00 ",3," $24,209.00 "
4132300,INSTITUTE OF MEDICAL EDUCATION,CA,951132207,PROPRIETARY,109,110," $3,87,628.00 ",285," $4,80,076.00 ",109,110," $5,79,238.00 ",286," $7,10,999.00 ",4,4," $56,000.00 ",14," $81,541.00 ", -   , -   , $-   ,0, $-   
4133000,BIOHEALTH COLLEGE,CA,951342033,PROPRIETARY,47,47," $1,48,816.00 ",136," $2,17,634.00 ",31,31," $78,533.00 ",85," $1,15,461.00 ",2,2," $8,809.00 ",5," $11,698.00 ", -   , -   , $-   ,0, $-   
4134500,CAREER COLLEGE OF SAN DIEGO,CA,921023348,PROPRIETARY,49,49," $1,70,814.00 ",110," $2,23,314.00 ",48,48," $1,76,084.00 ",133," $2,15,741.00 ",3,4," $12,682.00 ",10," $13,627.00 ", -   , -   , $-   ,0, $-   
4142600,TOURO UNIVERSITY,CA,945921118,PRIVATE,26,26," $72,010.00 ",26," $72,010.00 ",20,20," $86,180.00 ",20," $86,680.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4150000,CENTRAL NURSING COLLEGE,CA,900102444,PROPRIETARY,35,35," $1,19,994.00 ",96," $1,69,475.00 ",34,34," $1,66,017.00 ",96," $2,52,404.00 ",6,6," $74,142.00 ",11," $65,453.00 ", -   , -   , $-   ,0, $-   
4158200,PAUL MITCHELL THE SCHOOL SHERMAN OAKS,CA,914035882,PROPRIETARY,8,8," $28,000.00 ",37," $61,253.00 ",8,8," $32,061.00 ",38," $89,179.00 ", -   , -   , $-   ,1," $9,500.00 ", -   , -   , $-   ,0, $-   
134500,ADAMS STATE COLLEGE,CO,811022373,PUBLIC,250,260," $5,73,661.00 ",513," $5,78,244.00 ",357,394," $9,95,705.00 ",775," $10,05,586.00 ",9,9," $21,698.00 ",17," $21,698.00 ", -   , -   , $-   ,0, $-   
134700,COLORADO COLLEGE,CO,809033294,PRIVATE,1,1," $5,500.00 ",1," $5,500.00 ",4,4," $4,916.00 ",5," $8,666.00 ", -   , -   , $-   ,1," $20,000.00 ", -   , -   , $-   ,0, $-   
134800,COLORADO SCHOOL OF MINES,CO,804011887,PUBLIC,16,17," $32,428.00 ",18," $32,428.00 ",6,7," $22,132.00 ",8," $22,132.00 ",2,3," $16,500.00 ",3," $16,500.00 ",1,1," $4,000.00 ",1," $4,000.00 "
134900,UNIVERSITY OF NORTHERN COLORADO,CO,806390001,PUBLIC,72,75," $1,87,953.00 ",102," $1,98,568.00 ",110,115," $3,78,307.00 ",151," $4,02,710.00 ",17,17," $1,20,158.00 ",29," $1,38,362.00 ", -   , -   , $-   ,0, $-   
